,comment,date,+/-
2449,"People are just collecting the profits. Expect to see it finished + or -0.5%.. See the real direction tomorrow.
","Jan 08, 2019 1:17PM ET",
2450,"Cuz everyone start selling ofc...
","Jan 08, 2019 11:05AM ET",
2451,"dropping.. why?
","Jan 08, 2019 10:56AM ET",
2452,"what happened there
","Jan 08, 2019 10:46AM ET",
2453,"Today we are growing to 350?! ; )
","Jan 08, 2019 5:11AM ET",
2454,"341 today
","Jan 08, 2019 4:49AM ET",
2455,"Future car
","Jan 07, 2019 12:57PM ET",
2456,"Musk: ""Looking forward to breaking ground on the @Tesla Shanghai Gigafactory today!""
","Jan 07, 2019 1:26AM ET",
2457,"Look at this numbers:. . https://cleantechnica.com/2019/01/06/tesla-model-3-used-car-stats-as-depressing-for-bmw-audi-as-new-car-sales/. . This ship will *FLY*
","Jan 06, 2019 8:12PM ET",
2458,"were is my semi truck? i want my money back! they have all this money from reservations of semitruck when they deliver it?
","Jan 04, 2019 11:13AM ET",
2459,"How did you come up with that figure? gambling man
","Jan 04, 2019 10:57AM ET",
2460,"Today it will be a GREAT day! I'm expecting a +10% and more!
","Jan 04, 2019 4:35AM ET",
2461,"In 2018, total of 245,240 vehicles: 145,846 Model 3 and 99,394 Model S and X. To put our growth into perspective, we delivered almost as many vehicles in 2018 as we did in all prior years combined. /case close, $420 is incoming.
","Jan 04, 2019 12:27AM ET",
2462,"Love how everyone is shunning TSLA on this dip but hasn't looked at the SPY -2.5% .. Jokes.
","Jan 03, 2019 3:18PM ET",
2463,"if you are an investor, that 10% fall is a huge opportunity to increase your position.
","Jan 03, 2019 2:47PM ET",
2464,"I seriously cannot comprehend the 10% drop in last 2 days. Prime example of people are gambling and not investing hence acting in herd mentality. 2K decrease in price is TSLA trying to be nice to its customers. After the 50% decline Federal tax cut, the RE...Show more
","Jan 03, 2019 2:41PM ET",
2465,"Being propped up at $302 and change
","Jan 03, 2019 1:02PM ET",
2466,"4k soon and 400 will be the topic of great conversation. full steam ahead lol
","Jan 03, 2019 12:37PM ET",
2467,"gang, this will be my last post here.  I decided not to buy Tesla.  Good luck and enjoy the ride!
","Jan 03, 2019 9:55AM ET",
2468,"technical analysis https://www.parateknik.com/2018/12/teknik-analiz-neden-onemlidir.html?m=1
","Jan 02, 2019 10:31PM ET",
2469,"Tesla going over 400 soon
","Jan 02, 2019 6:00PM ET",
2470,"Tax breaks have allowed a financially dead business to a 50B valuation. Americans are subsidising the wealthy to buy Tesla's. That can't be right. It can't.
","Jan 02, 2019 4:00PM ET",
2471,"People are funny. If anything today's news were good news. Nothing to deserve this 7% drop. Company is still keep delivery more and more cars which indicates profits are increasing. Following Model Y this will break $400 barrier and promised land *$420* wi...Show more
","Jan 02, 2019 3:54PM ET",
2472,"The big European houses are only slowly getting in on the EV market. Will you really want to own this stinker when Benz, BMW, VW, Fiat.. are fully committed to EV? The answer, if you're sane, is NO.
","Jan 02, 2019 3:32PM ET",
2473,"At $300 there is a big enough support. I think this the best buying opportunity to buy on the way over $390+. We will see Tesla reaching new ath's soon.. . The only chance Tesla may go down more, is when Elon Musk retires or when the company get bankrupt o...Show more
","Jan 02, 2019 12:36PM ET",
2474,"chart data https://www.parateknik.com/2018/12/teknik-analiz-grafik-verileri.html?m=1
","Jan 02, 2019 11:31AM ET",
2475,"10 bucks here we come... lol
","Jan 02, 2019 10:38AM ET",
2476,"Price cut is not negative for TSLA.. All news is negative news now a days. Sad... We will see who gets burned next earnings. Look outside of the media and look at Ecosystem they're adapting everywhere like crazy.
","Jan 02, 2019 10:34AM ET",
2477,"next stop $265
","Jan 02, 2019 9:41AM ET",
2478,"if it breaks below $300 I expect it to stop around $285
","Jan 02, 2019 9:37AM ET",
2479,"let's tank this fraud to ZERO guys...
","Jan 02, 2019 9:36AM ET",
2480,"not looking good for the longs!
","Jan 02, 2019 9:26AM ET",
2481,"If this triggers a -8%, wait for the Feb earnings rep...
","Jan 02, 2019 9:20AM ET",
2482,"Tesla has to cut prices just to keep sales up. This is going to have a real impact on their profit margin. I would not want to own these shares.
","Jan 02, 2019 9:19AM ET",
2483,"Buy at 249
","Jan 02, 2019 9:16AM ET",
2484,"Tesla sales number disappoint?
","Jan 02, 2019 8:59AM ET",
2485,"I would rain my investment in anything but Tesla. This is all hype and nothing else under Elon Musk. He is literally taking Tesla to bankrupt.
","Jan 02, 2019 12:04AM ET",
2486,"oohh nooo buy tesla,,close market time out
","Dec 31, 2018 12:23PM ET",
2487,"there is a reason why we have a Christmas rally every year. it's because the shorters close their positions. but they will be back in January to short tesla and then it will fall
","Dec 31, 2018 11:07AM ET",
2488,"I think having Larry Ellison was a bad move for Elon.  He really needed someone young with lots of ideas not someone who is old and done it.  Did not show any innovation lately.
","Dec 31, 2018 10:52AM ET",
2489,"amazing... Tesla still has thousands of model 3's in their inventory.  I stopped at the Tesla store and they can deliver new car still in 2018.  Sales are definitely slowing.
","Dec 31, 2018 10:50AM ET",
2490,"In January tesla will get shorted again and it will fall below 300 but it will rise again from there just after their Q4 report in which they hopefully will be cash flow positive
","Dec 31, 2018 10:29AM ET",
2491,"in January we will see the shorters come back and tesla is most likely to fall below 300 and from there it will rise again just after their Q4 report
","Dec 31, 2018 10:27AM ET",
2492,"Alm the big firm shorters have closed tror positions bit trust the WHEN we markets open again after new year the shorters will short tesla again and then it will fall below 300
","Dec 31, 2018 10:24AM ET",
2493,"The chance is big that we will see $400+ in the coming weeks. $300 is the new main support,  with above it, $325 as support and probably if we break through, $350 as new support.. . I wish everyone a happy new year!
","Dec 31, 2018 7:28AM ET",
2494,"I have a lot of respect for Larry but he is wrong choice for Tesla.
","Dec 29, 2018 9:39AM ET",
2495,"I am short on it. Told you all
","Dec 28, 2018 4:23PM ET",
2496,"Here we go tesla 420 this time!
","Dec 28, 2018 3:51PM ET",
2497,"double top config on short term, pointing for a big short
","Dec 28, 2018 11:03AM ET",
2498,"Tesla names Larry Ellison, Kathleen Wilson-Thompson to board.. . 2 great additions to the Tesla Team.
","Dec 28, 2018 9:33AM ET",
2499,"NIO is much better than Tesla. I mean it. Tesla is out of fashion now.
","Dec 28, 2018 7:48AM ET",
2500,"Looking for a few days of these market actions.
","Dec 27, 2018 4:53PM ET",
2501,"Dow today from -600 to +258 the buyers came with full strength today. Everybody like's discounts.
","Dec 27, 2018 4:08PM ET",
2502,"Elon might be brilliant but he doesn't know how to smock pot. He failed, he just wanted to be cool with Joe Rogan. He should stick to rocket science and making the fastest cars on Earth.
","Dec 27, 2018 1:56PM ET",
2503,"Looks like Elon Musk falsely accusing that cave diver of being a *****is coming back to ******him (and Tesla share price). What a horrible individual.
","Dec 27, 2018 1:43PM ET",
2504,"interesting how a few words by the president can swing the market way up or way down. it seems to be the new norm, it's what we expect now and what the market reacts to.
","Dec 27, 2018 12:15PM ET",
2505,"200 still seems inevitable
","Dec 27, 2018 12:11PM ET",
2506,"ok this is my review for tesla 2019 .model 3 orders down 2000% because after pre orders maybe they have same amount of model S and X orders this mean 150 k cars x year .economy is good but market is crazy so people are not investing in risky stock like thi...Show more
","Dec 27, 2018 11:31AM ET",
2507,"will give back 5% today
","Dec 27, 2018 9:55AM ET",
2508,"420 by end of January
","Dec 27, 2018 2:51AM ET",
2509,"420 by end of January
","Dec 27, 2018 2:51AM ET",
2510,"let's think about it pay for tax credits? desperate move because orders are going down really bad plus how much money they will lose?!
","Dec 26, 2018 2:58PM ET",
2511,"not sure about this market low volume .i think they want you to buy and after big sell off again.the luxury products are the first to sink when there's a sell off
","Dec 26, 2018 1:36PM ET",
2512,"Let's see if they can protect the $300 price?
","Dec 26, 2018 9:19AM ET",
2513,"After hours Share price is down, i want to be optimistic, but it looks like its going down 280 at least for today
","Dec 26, 2018 12:26AM ET",
2514,"Merry Christmas !
","Dec 25, 2018 8:29AM ET",
2515,"247 new low for tesla
","Dec 24, 2018 8:09PM ET",
2516,"No one knows what the bottom is. I am a STRONG bull for TSLA *but* also very very worried about the macro economy conditions. Trumps is trying to fire FED chairman, foreign policy is down the toilet, all the adults in the Trump cabinet is resigned, there i...Show more
","Dec 24, 2018 1:13PM ET",
2517,"There it goes!  Like I said no bottom if breaks $300
","Dec 24, 2018 1:04PM ET",
2518,"this is the best Christmas ever! so now next is $260 i am still short at $368!
","Dec 24, 2018 12:44PM ET",
2519,"I am worried about price cut in China though.  They maybe losing some sales to Nio?  I wonder if anyone knows for sure?
","Dec 24, 2018 12:20PM ET",
2520,"While Elon is trying to figure out how to build a $35k Tesla, I fear that the competition is going to beat him to the punch. It's like Apple trying to figure out how to build a $300 iPhone. Both companies appeal to higher end customers that want something ...Show more
","Dec 24, 2018 11:46AM ET",
2521,"highway robbery
","Dec 24, 2018 11:31AM ET",
2522,"you guys think it'll keep dropping or start to raise again
","Dec 24, 2018 11:22AM ET",
2523,"you guys think it'll keep dropping or start to raise again
","Dec 24, 2018 11:22AM ET",
2524,"there it goes!!!! the bulls couldn't hold it
","Dec 24, 2018 10:25AM ET",
2525,"gang look at this fight to hold $300!!!!
","Dec 24, 2018 10:09AM ET",
2526,"Gang, if it breaks $300 watch out there is no bottom!!!!
","Dec 24, 2018 9:57AM ET",
2527,"All - The market is worse than some see. Waiting till we hit a reversal on the SP before entry. Happy Holidays all (Besides you shorts LOL)
","Dec 24, 2018 9:56AM ET",
2528,"Closed some more shorts. Took a couple of long calls for the bounce.
","Dec 24, 2018 9:52AM ET",
2529,"Compared to rest of the wall street, this doing GREAT /no sarcasm. Only long stock I am not worried about.
","Dec 21, 2018 11:41PM ET",
2530,"4th Qtr will be profitable.
","Dec 21, 2018 2:23PM ET",
2531,"They really said this stock dipped this hard due to news LOL The media man... All against TSLA
","Dec 21, 2018 11:06AM ET",
2532,"long TSLA
","Dec 21, 2018 8:33AM ET",
2533,"Credit markets getting ready to roll over again. Maybe soon, maybe later. But inevitable nonetheless.
","Dec 20, 2018 5:18PM ET",
2534,"Maybe Elon can blame all short sellers for being Pedos like he did the volunteer rescue worker ... *eyeroll*
","Dec 20, 2018 5:17PM ET",
2535,"Bye tesla
","Dec 20, 2018 3:10PM ET",
2536,"think this is bad? this is only the beginning, hate to say it.
","Dec 20, 2018 2:57PM ET",
2537,"Closed 50% of remaining puts. Holding rest long term. Waiting for a bounce to re-enter the profits
","Dec 20, 2018 2:09PM ET",
2538,"Trump economy is collapsing
","Dec 20, 2018 2:00PM ET",
2539,"$316 is crucial level breaking this will sky fall
","Dec 20, 2018 1:40PM ET",
2540,"gotta love your president. tax the ******out of other countries to ****** everyone off and in return have U.S. goods taxed to show em who's boss, slow down the whole economy and ******everyone in the process because you have a huge ego. awsome!
","Dec 20, 2018 1:12PM ET",
2541,"What wrong with this stock? Why goes down?
","Dec 20, 2018 12:05PM ET",
2542,"Tesla corrected from recent high of $379 to $318+ today. . Currently at $319.8. . Strong support close to $320/319+ on closing basis for any bounce.. . Least risk area.
","Dec 20, 2018 11:45AM ET",
2543,"buy for target 324.75-325.75-327+ use dips.
","Dec 20, 2018 10:55AM ET",
2544,"we are about to have another recession. it's all part of the process, things have been rising soo high for soo long and the feds are putting a stop to it. interest rates is the biggest factor in controlling it, the cost of fuel steadily rising, groceries, ...Show more
","Dec 20, 2018 10:31AM ET",
2545,"ok so $324 is broken now $316 and after $260.i am short a $368
","Dec 20, 2018 9:46AM ET",
2546,"Closing 50% of my puts. Nice ride from 375.
","Dec 20, 2018 9:38AM ET",
2547,"What is going on with this market. Maybe some knows smt we dont know.. an imminent impeachment?? &gt; ?&gt; I feel another 2008!
","Dec 19, 2018 4:18PM ET",
2548,"Buy, Buy, Buy. That's all I have to say
","Dec 19, 2018 1:26PM ET",
2549,"Buy baby buy is all I have to say.
","Dec 19, 2018 1:25PM ET",
2550,"someone just dumped 800 k share in one shot why?
","Dec 19, 2018 1:08PM ET",
2551,"285
","Dec 19, 2018 11:10AM ET",
2552,"market go up tesla down ! big signal pf down trend next $324
","Dec 19, 2018 11:03AM ET",
2553,"I think the stock market will fly if dovish statement, that includes TESLA
","Dec 19, 2018 10:50AM ET",
2554,"Morgan Stanley on Tuesday kept their hold rating on Tesla stock with a price target of $291, or about 16% downside from Tuesday’s prices.
","Dec 19, 2018 5:07AM ET",
2555,"there are gaps to fill at 325-330 may even go down to 290-302 and 260. I love this company I will not short but I will def buy when it looks good!
","Dec 18, 2018 6:09PM ET",
2556,"At 325 range I am in. Want to see it become more attractive. TSLA is the only good thing in this mad market.
","Dec 18, 2018 4:35PM ET",
2557,"And the slide goes on. As planned ;)
","Dec 18, 2018 3:30PM ET",
2558,"next $324 $316 $260
","Dec 18, 2018 3:01PM ET",
2559,"not many people selling at this price, just 4 million shares, when average volume at this time 6 million.
","Dec 18, 2018 1:40PM ET",
2560,"I sold my stocks three weeks ago at 348, and now after the selloff in the market I thought i could get them cheaper, but still 348!!
","Dec 18, 2018 1:33PM ET",
2561,"this stock if everything go pefect is worth $100.right now is just overvalued
","Dec 18, 2018 1:24PM ET",
2562,"EvenSteven Tesla promised in the 400, will happen?
","Dec 18, 2018 1:04PM ET",
2563,"Goldman Sachs has to many vested interests in the gasoline auto industry, which makes their downgrade very self serving.
","Dec 18, 2018 11:31AM ET",
2564,"Goldman Sachs downgrade this morning which is why it's down.  I'm not in any position right now.  . https://www.thestreet.com/markets/goldman-downgrades-tesla-rising-competition-and-more-14701214
","Dec 18, 2018 9:57AM ET",
2565,"Good day for the bulls. U.S. futures were higher on Tuesday, pointing to a recovery on Wall Street a day after a steep selloff, as investors turned their focus to the Federal Reserve's latest policy meeting kicking off later in the day.
","Dec 18, 2018 9:28AM ET",
2566,"nobody talk about the new $900 millions loan?!
","Dec 17, 2018 4:13PM ET",
2567,"For the moment it's just the market sell off, but it still did not realize tsla is just a car company
","Dec 17, 2018 4:05PM ET",
2568,"Got out after 5.5% of the move over Friday and today. Wish I held on longer but we had that mini rally this morning and I closed. Great return! Good luck shorts.
","Dec 17, 2018 3:51PM ET",
2569,"345 god entry point for going long
","Dec 17, 2018 3:50PM ET",
2570,"There is clear correlation between oil price and this stock.
","Dec 17, 2018 2:58PM ET",
2571,"support$350 after $324 to $260
","Dec 17, 2018 2:54PM ET",
2572,"Told you to sell at 375.. but only got thumbs down. A pitty ;)
","Dec 17, 2018 2:12PM ET",
2573,"the dogs are holding 70% of the stock making hard to barrow shares.so when finaly the situation is bad the sell eill be scaru!!
","Dec 17, 2018 11:12AM ET",
2574,"After a weekend of thorough technical analysis I have concluded that Tesla stick is going to initially fall to $260, pause, then fall to $180
","Dec 17, 2018 10:06AM ET",
2575,"we don't need money!! sure $900 more millions of debt.just to repay the debt of $920 coming up..never end story.keep shorting
","Dec 17, 2018 9:43AM ET",
2576,"Falling in the pre-market, due a big fall soon, totally over pumped snd over manipulated
","Dec 17, 2018 9:30AM ET",
2577,"Flat line around 370-380 range since 06-2017 and arising volume with price instability, and lower lows suggest inverted triangle?. Eventually inverted head&amp;shoulder; if next drop stops around 280-290?
","Dec 17, 2018 9:20AM ET",
2578,"Keep writing the FUD comments, hope to drop to around 360 range and Long from there again! Thanks!
","Dec 17, 2018 4:46AM ET",
2579,"it's all manipulated, got to get up to get dowm. 425 soon
","Dec 16, 2018 9:55PM ET",
2580,"will start shorts next week. above 366 to 425. Should close Friday 21st Dec. 423 to 248
","Dec 15, 2018 9:10AM ET",
2581,"The cult just won’t admit that this is a company in big trouble and with a leader floating over to the darkside. Last interview with 60 minutes made me real concerned. Never seen Elon so worn out. Red drippy eyes, puffy face , nervous, very defensive and s...Show more
","Dec 15, 2018 2:47AM ET",
2582,"Here are 3 things you need to know about Tesla. There is a long waiting list to buy the cars, their annual revenue growth has been over 50% since going public, and they're creating an industry, not just a product.
","Dec 14, 2018 8:45PM ET",
2583,"here comes the reality dump. stairs up escalator down. short or get out.
","Dec 14, 2018 2:54PM ET",
2584,"Anyone know who credits this Seeking Alpha source? I feel they're strong against TSLA from all of their reports and such. What is every ones thought on their input?
","Dec 14, 2018 1:32PM ET",
2585,"Tesla cuts prices of cars in China with the removal of tariffs on imported cars. Good news for tsla one of the best performing stocks of the year.
","Dec 14, 2018 10:10AM ET",
2586,"tesla i s more like BlackBerry not the iphone .plus the iphone is $500 this car is $50 k
","Dec 14, 2018 9:39AM ET",
2587,"I own a model s and a model 3. I've never been a car guy but these are, hands down, the best machines on the road. I've let a couple people test drive them. Within a couple months they had their own Teslas. The model 3 is changing the automotive landscape ...Show more
","Dec 14, 2018 8:54AM ET",
2588,"Is today the day of pain for short sellers??? As a Tesla fan with no stake in the stock - I would sure love to watch a squeeze happen with a 20% run! Totally possible with the massive short interest - wonder who’s still hanging on?
","Dec 14, 2018 8:35AM ET",
2589,"Tesla's head of digital product, Parag Vaish, has just resigned. Another senior executive has bailed on the company (joining head of accounting, general counsel and head of sales). What is going on in there? Why are they all leaving?
","Dec 14, 2018 4:40AM ET",
2590,"I am a long way from the action but I remain optimistic that Tesla will continue to grow Model 3 sales in next 2 years in North America.
","Dec 14, 2018 3:58AM ET",
2591,"Analysts at Wedbush on Thursday started coverage of Tesla Inc. TSLA, +2.78% stock at their equivalent of buy, saying the Silicon Valley car maker ""has the most impressive product roadmap out of any technology/auto vendor around."" The analysts, led by Dan I...Show more
","Dec 13, 2018 8:32PM ET",
2592,"not share to short available.they are making sure they are buying all the share on the market to squeeze short position.just a game the company is bad shapethe true will come out and enron will crash
","Dec 13, 2018 6:25PM ET",
2593,"nearly 100.00 stock rsi on all time frames.lol
","Dec 13, 2018 3:54PM ET",
2594,"hello my friends
","Dec 13, 2018 3:52PM ET",
2595,"Quadruple top
","Dec 13, 2018 2:33PM ET",
2596,"going to 402
","Dec 13, 2018 1:32PM ET",
2597,"Tesla is totally overvalued. I have nothing against the company but I cannot understand the valuation. BMW already has a fleet of electric, semi autonomous cars no different to Tesla. Daimler already has 5 battery factories. Tesla is one of the least popul...Show more
","Dec 13, 2018 11:53AM ET",
2598,"Munro &amp; Associates, a competitive benchmarking company, did a test on the Tesla Model 3 and found many defects. They found the type of flaws you would find on a Kia from the 90's. I guess that's what happens when you make cars by hand in a tent.
","Dec 13, 2018 11:19AM ET",
2599,"Taiwan News reports that a Tesla on autopilot crashed into two parked police cars this week. Would you entrust your life to one of these clunkers on autopilot?
","Dec 13, 2018 11:04AM ET",
2600,"wait they run out of orders for model 3 people in usa don't realize that other countries can buy a $50 k car
","Dec 13, 2018 10:16AM ET",
2601,"Robert W. Baird lifts its price target on Tesla (NASDAQ:TSLA) to $465 from $411 on what it sees as positive catalysts for the EV company ahead amid a changing narrative.
","Dec 13, 2018 8:45AM ET",
2602,"Certainly looks like it is breaking $370 today and testing for $380 based on sentimental analysis.
","Dec 13, 2018 4:43AM ET",
2603,"can't break $370 overbought musk and dogs are running out of money.big drop spon
","Dec 12, 2018 5:56PM ET",
2604,"needs a pull back to lower that RSI
","Dec 12, 2018 3:55PM ET",
2605,"There will be no significant downside risk for the rest of this quarter.
","Dec 12, 2018 2:45PM ET",
2606,"Buy at 370 ish. Upside potential 5-10%... Downside 40-50%. Not the best risk/reward ;)
","Dec 12, 2018 2:06PM ET",
2607,"I went long teala today at 366 this am.
","Dec 12, 2018 12:19PM ET",
2608,"This topping out at 370 prepare for niagra falls
","Dec 12, 2018 11:36AM ET",
2609,"Interesting that all the credit ratings agencies consider Tesla debt as ""junk."" Tesla is rated B3 by Moody's. Moody's assigns its B3 rating for “obligations considered speculative and subject to high credit risk.” Entities that receive this rating may be e...Show more
","Dec 12, 2018 10:54AM ET",
2610,"majority are buying and bears are closing their shorts. lol i guess that means its time short some more. Crazily overbought on Stoch RSI. see you at $280
","Dec 12, 2018 10:34AM ET",
2611,"Another short seller has switched camp! Good luck hodling on! No point posting FUD comments. Be afraid of other bears covering before you!
","Dec 12, 2018 10:27AM ET",
2612,"model 3 are a joke
","Dec 12, 2018 10:12AM ET",
2613,"i am sorry but tesla model 3 look like donald *****car.
","Dec 12, 2018 10:08AM ET",
2614,"Hello, how are you, calm everyone and little by little 1% every day, we will finish at 400-420. I see an end in 420, what do you think? comment ... greetings and luck
","Dec 12, 2018 10:07AM ET",
2615,"Some far superior competition out there niw, the new Porsche is going to ******Tesla. Here in Europe most people are buying electric Leafs and BMWs. The BMW i8 is the most reliable and best EV out there, so much better than the dated, ugly Model S and the ...Show more
","Dec 12, 2018 9:51AM ET",
2616,"I love love these cars. Everyone is drooling over these cars. So i just covered my shorts yesterday. Held them for 2 years and the pain only got worse and i think will keep getting worse. The amount i lost. I could have got a model 3.
","Dec 12, 2018 9:09AM ET",
2617,"my dream is to buy a tesla
","Dec 12, 2018 6:57AM ET",
2618,"Short Sellers’s worst nighmare is about to endure a squeezy Merry Christmas! Technically, Sentimentally, Fundamentally, nobody can change the narrative on this. Investors should be smart enough themselves to practise prudence on their own funds and not to ...Show more
","Dec 12, 2018 1:54AM ET",
2619,"Technically I believe we are now building the big head of an even bigger HS formation. Will lead to a drop down to the 200 level. Then a bounce and right shoulder forming up to about 280-300. Long term for the neckline break will trigger a fall down to 50-...Show more
","Dec 11, 2018 4:31PM ET",
2620,"this company is built on tweets and fake news.no other company go up for some tweet from the ceo.the time will come like BlackBerry ,solyndra or Enron.all money from the government space x or solarcity.
","Dec 11, 2018 2:25PM ET",
2621,"Elon Musk = Con Artist of the Century .. Lying to the Feds .. Lying to the Stockholders .. Stealing Intellectual Property and claiming he ""Invented"" it .. the self-proclaimed ""Iron Man"" is more like ""Pot Metal Man before the invention of  Carbon Steel .. J...Show more
","Dec 11, 2018 2:06PM ET",
2622,"The real reason is if and when another company uses Tesla's tech, it increases Tesla's mind-share. It's a win-win.
","Dec 11, 2018 1:25PM ET",
2623,"target price $450 revaluation, autonomous vehicle almost ready. best regards
","Dec 11, 2018 6:38AM ET",
2624,"In less than 4 weeks, the US EV tax credit winds down; this will have a huge impact on Tesla sales prices and affordability. Has had a devastating impact already on sales of Tesla vehicles in other countries like Norway.
","Dec 11, 2018 4:54AM ET",
2625,"It might be counter intuitive but open patents actually might help Tesla. I, personally, prefer to deal with a company which cares not only about itself but about humanity in general. I'm too small and insignificant to change anything alone but I'd rather ...Show more
","Dec 11, 2018 12:48AM ET",
2626,"Jefferies price target of $450, “buy” rating on Tesla stock
","Dec 10, 2018 11:11AM ET",
2627,"JPMorgan price target of $195, ""sell"" rating on Tesla stock
","Dec 10, 2018 11:04AM ET",
2628,"FUD posters all out in full force today. Hope they can drive the stock to 351 at least for a great buy in price!
","Dec 10, 2018 11:00AM ET",
2629,"this guy is totaly a nut job did you see the 60 minutes interview?omg he thing is god
","Dec 10, 2018 10:49AM ET",
2630,"they will make the quarter because all the old reservations but new orders are going down so next years this stock will be at $150.china or Europe can't afford tesla cars.
","Dec 10, 2018 10:14AM ET",
2631,"Golman price target of $180, ""sell"" rating on Tesla stock
","Dec 10, 2018 9:22AM ET",
2632,"Great level to get short. PT $320 in the short term. The cars are falling apart and suffer from terrible build quality.
","Dec 10, 2018 5:33AM ET",
2633,"Tesla Xetra down 2%. Probably test 350 this week. If you have ***of steel, go ahead and short it. But frankly speaking, there is no reason to short this stock anymore. The days of speculation and uncertainty are over.
","Dec 10, 2018 3:01AM ET",
2634,"buying in to a marketcrash before that makes no sense at all, even if you really want to own the stock at large you could get it way cheaper than buying it 4% up against a 3% lower market. Even squeezed shorters wouldn't pump it that much on their own, unl...Show more
","Dec 08, 2018 7:56AM ET",
2635,"Taking profits after a rally is perfectly normal. Probably another rally coming up considering Jeffries’ new positive price target.
","Dec 08, 2018 3:15AM ET",
2636,"down and down she goes, where she'll stop nobody knows. I'm terrified to see the earnings for fourth quarter.
","Dec 08, 2018 3:02AM ET",
2637,"Most obvious manipulation ever: see end of day dumping.
","Dec 07, 2018 4:18PM ET",
2638,"I requested a SEC market manipulation investigation. When a market goes down 3% and a stock ups 4% and squeezes shorts at the same time without any news, there is a party manipulating the price.
","Dec 07, 2018 4:06PM ET",
2639,"Look out below!
","Dec 07, 2018 2:01PM ET",
2640,"is this a fan club or what? market crashing yet this stock going up
","Dec 07, 2018 12:07PM ET",
2641,"The fact we are still holding over $370 with the market turning to red and bouncing off of the resistance; Positive long term gains to come. Need to close in 70's to push through resistance on next news/up trend.
","Dec 07, 2018 11:23AM ET",
2642,"The smell of the plunge protection team is rife.
","Dec 07, 2018 10:21AM ET",
2643,"Tesla's mission is to accelerate the world's transition to sustainable energy. Great company, great vision, great products. Congrats to supporters! :)
","Dec 07, 2018 9:52AM ET",
2644,"If it won't come down, then it must go up!
","Dec 07, 2018 8:51AM ET",
2645,"There it is.. Now lets open and keep this uptrend and settle above $375. Hope y'all buckled up!
","Dec 07, 2018 8:39AM ET",
2646,"although thid is overbought this could easily go to $400
","Dec 07, 2018 7:24AM ET",
2647,"My friends today will hit the $ 390-400, target price as I said previously $ 420. regards
","Dec 07, 2018 6:26AM ET",
2648,"In the broad sell off people need to put their money somewhere. Tesla seems a good choice, the stronger sell off the better for Tesla.
","Dec 07, 2018 1:42AM ET",
2649,"If we close above $360.50.. We may be in for a gooood ride. Buckle up...
","Dec 06, 2018 1:40PM ET",
2650,"super duper overbought
","Dec 06, 2018 12:39PM ET",
2651,"closed short is going up w market crushing
","Dec 06, 2018 12:03PM ET",
2652,"i am closing my short this stock is going up with the market crushing.stock manipulations
","Dec 06, 2018 11:22AM ET",
2653,"someone give me good luck have fun shorting at $367!!well thank you!short now make some $$
","Dec 06, 2018 10:13AM ET",
2654,"average salary in Europe €20000
","Dec 06, 2018 9:45AM ET",
2655,"wow, Tesla means resilience this week
","Dec 06, 2018 8:15AM ET",
2656,"Tesla - Opened Up Model 3 Orders In Europe Today; Deliveries Will Begin In Early Next YearTesla - Over Coming Weeks, Will Be Inviting Model 3 Reservation Holders In Europe To Begin Placing Orders For Two Configurations.
","Dec 06, 2018 3:08AM ET",
2657,"News Electric Cars Tesla Model S: Too Many Problems To Recommend, Consumer Reports Says by John Voelcker, Senior Editor 10/21/2015 Share This: ￼ Every honeymoon comes to an end sooner or later, and so it was with Consumer Reports and its former paramour, t...Show more
","Dec 05, 2018 12:39PM ET",
2658,"How in the world this particular stock stays up on a day like today is BEYOND me and everybody except the bulls who are clearly onto something other than news, fundamentals, margins, and a slowing economy.  wish you could fill us in why this stock is still...Show more
","Dec 04, 2018 3:58PM ET",
2659,"I won't buy again until it hits $12 LOL
","Dec 04, 2018 3:24PM ET",
2660,"just short at $367! go and short the *****of this sob
","Dec 04, 2018 12:44PM ET",
2661,"Somebody told me (don't know if its true, that there are already 200 K reservations for model 3 in Europe
","Dec 04, 2018 11:17AM ET",
2662,"Feel sorry for those shorts who are awfully quiet this week
","Dec 04, 2018 11:16AM ET",
2663,"waiting for the short squeeze to shoot it to 400 $
","Dec 04, 2018 11:15AM ET",
2664,"right now, the instrument should deciding if it going to throwback, or change the bullish tendencies
","Dec 04, 2018 10:16AM ET",
2665,"one more trip back down to $300 then i will start buying the stock.
","Dec 04, 2018 1:41AM ET",
2666,"go to $400 so I can short !!! this company needs to dilute more stock or hope interest rates go negative haha
","Dec 04, 2018 1:23AM ET",
2667,"Oh my, this is intense! If it breaks resistance it'll be short squeeze world have never seen before!
","Dec 04, 2018 12:33AM ET",
2668,"wait and see...going to iniate a short position as soon it breaches the 370 threshold.
","Dec 03, 2018 3:09PM ET",
2669,"sell now while it's hot. buy again when it drops.
","Dec 03, 2018 2:10PM ET",
2670,"This company is the next Microsoft. roll your eyes back and buy buy buy. 5 years from now take your 1000 % profit and say Thank you.
","Dec 03, 2018 1:42PM ET",
2671,"now is time to short everything!!!
","Dec 03, 2018 10:32AM ET",
2672,"Can anyone say epic short squeeze?  lol.  I was one that was short on this one ... too early like everyone else.  Nobody as in the bulls are paying attention to margins or earnings or sales, etc. (especially for next quarter). Still want to short, but out ...Show more
","Dec 03, 2018 9:30AM ET",
